Building_Use_Type,Building_Use_Subtype,Continent,Building_Project_Type,Gross_Floor_Area_m2,Floors_Above_Ground,Total_Embodied_Carbon_PER_m2
0,8,4,0,32516.0,3.5,356.0
1,9,4,0,69677.5,25.0,355.0
0,9,4,0,1626.5,3.5,352.0
0,0,4,0,3484.5,3.5,344.0
0,1,4,0,6968.0,3.5,343.0
1,9,1,0,6968.0,20.0,342.0
0,12,4,0,69677.5,10.5,341.0
0,9,4,0,32516.0,10.5,341.0
0,9,3,0,13935.5,3.5,340.0
0,3,4,0,69677.5,20.0,336.0
0,9,3,0,92903.0,10.5,335.0
0,9,2,0,6968.0,10.5,329.0
1,9,1,0,92903.0,25.0,328.0
0,9,4,0,32516.0,25.0,328.0
1,9,4,0,3484.5,3.5,328.0
0,12,4,0,6968.0,3.5,323.0
0,12,4,0,1626.5,3.5,322.0
0,8,1,0,69677.5,10.5,321.0
0,9,1,0,6968.0,20.0,317.0
0,12,4,0,697.5,3.5,317.0
1,9,1,0,92903.0,25.0,316.0
0,5,3,0,32516.0,3.5,313.0
0,5,4,0,13935.5,10.5,310.0
0,1,4,0,3484.5,3.5,310.0
1,9,4,0,32516.0,25.0,309.0
0,12,4,0,13935.5,3.5,309.0
0,0,4,0,6968.0,3.5,304.0
0,1,4,0,3484.5,10.5,300.0
0,12,4,0,6968.0,10.5,294.0
0,5,4,0,69677.5,25.0,294.0
0,9,0,0,92903.0,25.0,292.0
1,9,4,0,6968.0,10.5,292.0
0,9,4,0,6968.0,3.5,289.0
0,1,4,0,69677.5,3.5,286.0
0,0,4,0,1626.5,3.5,286.0
0,0,4,0,3484.5,3.5,286.0
0,0,4,0,13935.5,3.5,285.0
0,9,4,0,13935.5,10.5,285.0
0,9,4,0,92903.0,25.0,283.0
0,0,4,0,1626.5,3.5,277.0
0,8,4,0,13935.5,3.5,276.0
0,0,4,0,3484.5,3.5,274.0
0,0,4,0,6968.0,3.5,273.0
0,9,4,0,13935.5,3.5,272.0
0,9,4,0,92903.0,25.0,266.0
0,0,4,0,6968.0,3.5,266.0
0,9,4,0,13935.5,3.5,264.0
0,0,4,0,6968.0,3.5,262.0
0,9,4,0,32516.0,20.0,261.0
1,9,4,0,6968.0,10.5,260.0
0,5,4,0,69677.5,25.0,260.0
0,9,1,0,69677.5,10.5,259.0
0,9,4,0,32516.0,3.5,259.0
0,12,4,0,32516.0,3.5,258.0
0,1,4,0,3484.5,3.5,258.0
0,9,4,0,69677.5,25.0,258.0
1,9,1,0,69677.5,25.0,257.0
0,9,4,0,32516.0,10.5,257.0
0,9,4,0,69677.5,10.5,256.0
0,1,4,0,92903.0,10.5,256.0
0,1,4,0,1626.5,3.5,255.0
0,1,4,0,1626.5,3.5,255.0
0,12,4,0,69677.5,10.5,254.0
0,12,4,0,13935.5,3.5,254.0
1,9,4,0,32516.0,25.0,253.0
0,0,4,0,3484.5,3.5,252.0
0,0,4,0,6968.0,3.5,252.0
0,0,4,0,13935.5,3.5,252.0
0,1,4,0,13935.5,3.5,251.0
0,0,4,0,13935.5,3.5,248.0
0,0,4,0,6968.0,3.5,247.0
0,1,4,0,92903.0,25.0,245.0
0,12,4,0,92903.0,25.0,242.0
0,12,4,0,69677.5,3.5,241.0
0,12,4,0,32516.0,10.5,240.0
0,0,4,0,32516.0,3.5,237.0
1,9,1,0,13935.5,20.0,236.0
0,1,4,0,69677.5,20.0,235.0
0,0,4,0,6968.0,3.5,232.0
0,1,4,0,32516.0,3.5,231.0
0,0,4,0,6968.0,3.5,230.0
0,9,4,0,69677.5,20.0,229.0
0,8,4,0,32516.0,3.5,227.0
0,1,4,0,32516.0,10.5,225.0
0,9,4,0,92903.0,20.0,224.0
0,12,4,0,1626.5,3.5,223.0
0,0,4,0,13935.5,10.5,221.0
0,0,4,0,3484.5,3.5,220.0
0,0,4,0,32516.0,3.5,213.0
0,0,4,0,6968.0,3.5,211.0
0,1,4,0,697.5,3.5,211.0
0,12,4,0,69677.5,10.5,208.0
0,3,4,0,32516.0,20.0,207.0
1,9,4,0,32516.0,20.0,206.0
0,9,1,0,69677.5,3.5,203.0
0,9,4,0,32516.0,3.5,203.0
1,9,4,0,32516.0,25.0,201.0
0,0,4,0,1626.5,3.5,200.0
0,0,4,0,13935.5,3.5,199.0
0,12,4,0,69677.5,3.5,194.0
0,1,4,0,6968.0,3.5,192.0
0,1,4,0,32516.0,10.5,191.0
0,0,4,0,1626.5,3.5,189.0
1,9,4,0,69677.5,10.5,184.0
0,0,4,0,279.5,3.5,181.0
0,8,4,0,32516.0,10.5,178.0
0,3,4,0,32516.0,10.5,177.0
0,9,4,0,32516.0,3.5,177.0
0,0,4,0,1626.5,3.5,176.0
0,5,4,0,69677.5,10.5,176.0
0,9,4,0,32516.0,10.5,176.0
0,0,4,0,32516.0,10.5,173.0
0,9,4,0,32516.0,3.5,172.0
0,0,4,0,13935.5,3.5,171.0
0,12,4,0,32516.0,25.0,171.0
0,9,4,0,69677.5,10.5,168.0
0,9,4,0,13935.5,3.5,168.0
0,9,4,0,32516.0,10.5,167.0
0,0,4,0,6968.0,3.5,157.0
0,1,4,0,13935.5,3.5,155.0
0,3,4,0,69677.5,10.5,153.0
0,12,4,0,6968.0,3.5,149.0
0,0,4,0,1626.5,3.5,149.0
0,0,4,0,697.5,3.5,143.0
0,12,0,0,6968.0,3.5,142.0
0,9,4,0,13935.5,3.5,140.0
0,0,4,0,1626.5,3.5,134.0
0,9,4,0,32516.0,10.5,133.0
0,0,4,0,1626.5,3.5,129.0
0,0,4,0,6968.0,3.5,128.0
0,12,4,0,697.5,3.5,127.0
1,9,4,0,69677.5,20.0,126.0
0,12,4,0,6968.0,3.5,123.0
0,9,4,0,6968.0,10.5,119.0
0,1,4,0,6968.0,3.5,118.0
0,1,4,0,32516.0,3.5,117.0
0,9,4,0,3484.5,3.5,112.0
1,9,1,0,92903.0,20.0,111.0
0,8,4,0,13935.5,3.5,109.0
0,0,4,0,3484.5,25.0,109.0
0,8,4,0,3484.5,3.5,106.0
0,12,4,0,32516.0,3.5,102.0
0,0,4,0,32516.0,3.5,100.0
0,12,4,0,69677.5,3.5,100.0
0,8,4,0,13935.5,3.5,93.0
0,0,4,0,697.5,3.5,92.0
0,9,4,0,32516.0,10.5,90.0
0,12,2,0,32516.0,10.5,801.0
0,8,2,0,69677.5,25.0,762.25
0,8,3,0,92903.0,25.0,747.72
0,8,2,0,32516.0,10.5,638.54
0,2,2,0,3484.5,3.5,565.61
0,8,2,0,3484.5,3.5,556.13
0,8,2,0,13935.5,3.5,552.4
0,1,2,0,13935.5,10.5,546.67
0,8,2,0,69677.5,20.0,493.44
0,8,1,0,3484.5,10.5,470.0
0,8,2,0,3484.5,3.5,453.53
0,8,1,0,3484.5,10.5,430.0
0,8,1,0,3484.5,10.5,420.0
0,0,4,0,6968.0,3.5,411.0
0,8,1,0,3484.5,10.5,410.0
0,8,2,0,6968.0,3.5,400.14
0,0,2,0,13935.5,10.5,399.0
0,8,2,0,6968.0,3.5,398.45
0,0,4,0,6968.0,3.5,381.0
1,9,2,0,697.5,3.5,353.39
1,9,2,0,6968.0,10.5,321.79
0,8,1,0,3484.5,10.5,320.0
0,8,2,0,13935.5,3.5,309.0
0,8,1,0,3484.5,10.5,290.0
0,8,4,0,6968.0,3.5,274.23
0,11,4,0,1626.5,3.5,273.82
1,9,2,0,6968.0,10.5,261.34
0,8,4,0,6968.0,3.5,259.35
0,0,4,0,69677.5,3.5,259.0
0,0,4,0,69677.5,3.5,254.0
0,11,4,0,1626.5,3.5,244.88
0,8,4,0,32516.0,10.5,237.0
0,8,4,0,32516.0,10.5,237.0
0,8,4,0,32516.0,10.5,237.0
0,8,4,0,32516.0,10.5,237.0
0,8,4,0,32516.0,10.5,232.0
0,8,4,0,32516.0,10.5,232.0
0,8,4,0,69677.5,10.5,229.89
0,8,4,0,69677.5,10.5,229.89
0,8,4,0,69677.5,10.5,225.0
0,8,4,0,69677.5,10.5,222.0
0,12,4,0,1626.5,3.5,209.14
0,8,4,0,32516.0,10.5,192.0
0,8,4,0,32516.0,10.5,191.0
0,8,4,0,32516.0,10.5,191.0
0,8,4,0,32516.0,10.5,191.0
0,8,4,0,69677.5,10.5,186.24
0,8,4,0,69677.5,10.5,185.27
0,8,4,0,32516.0,10.5,183.0
0,8,4,0,32516.0,10.5,183.0
0,8,4,0,6968.0,10.5,181.06
0,8,4,0,6968.0,10.5,178.54
0,8,4,0,69677.5,10.5,177.0
0,8,4,0,69677.5,10.5,177.0
0,0,4,0,6968.0,3.5,175.05
1,9,4,0,279.5,3.5,172.0
0,0,4,0,6968.0,3.5,169.44
1,9,4,0,279.5,3.5,156.0
0,8,4,0,6968.0,10.5,150.23
1,9,4,0,279.5,3.5,149.0
1,9,4,0,279.5,3.5,149.0
0,0,4,0,13935.5,3.5,144.0
0,0,4,0,32516.0,3.5,142.05
0,8,4,0,6968.0,10.5,141.59
0,0,4,0,32516.0,3.5,140.94
1,9,4,0,279.5,3.5,138.0
0,8,4,0,6968.0,10.5,136.97
1,9,4,0,279.5,3.5,133.0
0,8,1,0,3484.5,10.5,130.0
0,12,4,0,1626.5,3.5,129.98
1,9,4,0,3484.5,3.5,124.0
1,9,4,0,3484.5,3.5,122.0
1,9,4,0,279.5,3.5,119.0
1,9,4,0,279.5,3.5,119.0
1,9,4,0,279.5,3.5,115.24
1,9,4,0,279.5,3.5,114.0
1,9,4,0,3484.5,3.5,110.0
1,9,4,0,3484.5,3.5,109.0
1,9,4,0,279.5,3.5,106.0
1,9,4,0,279.5,3.5,89.11
1,9,4,0,3484.5,3.5,87.4
1,9,4,0,3484.5,3.5,84.0
1,9,4,0,3484.5,3.5,82.0
1,9,4,0,3484.5,3.5,80.0
0,8,1,0,3484.5,10.5,70.0
0,8,4,0,92903.0,25.0,570.78
0,8,4,0,92903.0,25.0,570.78
0,8,4,0,92903.0,25.0,530.19
0,8,2,0,92903.0,25.0,516.61
0,8,4,0,92903.0,25.0,515.1
0,8,2,0,92903.0,25.0,501.51
0,8,4,0,92903.0,25.0,495.58
0,8,4,0,92903.0,25.0,494.23
0,8,2,0,92903.0,25.0,491.04
0,8,2,0,92903.0,25.0,491.04
0,8,4,0,92903.0,25.0,481.45
0,8,4,0,92903.0,25.0,472.66
0,8,4,0,92903.0,25.0,472.66
0,8,4,0,92903.0,25.0,459.71
0,8,4,0,92903.0,25.0,459.24
0,8,2,0,92903.0,25.0,431.26
0,8,2,0,92903.0,25.0,426.01
0,8,2,0,92903.0,25.0,426.01
0,8,4,0,92903.0,25.0,422.81
0,8,2,0,92903.0,25.0,417.13
0,8,4,0,92903.0,25.0,405.79
0,8,4,0,92903.0,25.0,400.34
0,8,4,0,92903.0,25.0,398.5
0,8,2,0,92903.0,25.0,396.13
0,8,4,0,92903.0,25.0,382.75
0,8,2,0,92903.0,25.0,382.61
0,8,4,0,92903.0,25.0,377.99
0,8,2,0,92903.0,25.0,372.07
0,8,2,0,92903.0,25.0,355.95
0,8,4,0,92903.0,25.0,354.42
0,8,2,0,92903.0,25.0,353.89
0,8,2,0,92903.0,25.0,339.07
0,8,2,0,92903.0,25.0,338.83
0,8,4,0,92903.0,25.0,337.92
0,8,2,0,92903.0,25.0,336.76
0,8,2,0,92903.0,25.0,309.22
0,8,4,0,92903.0,25.0,307.52
0,8,4,0,92903.0,25.0,306.63
0,8,4,0,92903.0,25.0,304.65
0,8,4,0,92903.0,25.0,301.89
0,8,4,0,92903.0,25.0,299.72
0,8,4,0,92903.0,25.0,294.99
0,8,2,0,92903.0,25.0,292.96
0,8,2,0,92903.0,25.0,285.46
0,8,4,0,92903.0,25.0,285.46
0,8,2,0,92903.0,25.0,281.66
0,8,4,0,92903.0,25.0,280.2
0,8,4,0,92903.0,25.0,276.56
0,8,2,0,92903.0,25.0,273.31
0,8,2,0,92903.0,25.0,271.33
0,8,2,0,92903.0,25.0,270.89
0,8,2,0,92903.0,25.0,266.54
0,8,2,0,92903.0,25.0,265.63
0,8,2,0,92903.0,25.0,264.85
0,8,4,0,92903.0,25.0,263.09
0,8,2,0,92903.0,25.0,262.0
0,8,4,0,92903.0,25.0,258.18
0,8,4,0,92903.0,25.0,253.55
0,8,4,0,92903.0,25.0,253.19
0,8,2,0,92903.0,25.0,239.49
0,8,2,0,92903.0,25.0,237.61
0,8,2,0,92903.0,25.0,233.13
0,8,2,0,92903.0,25.0,232.97
0,8,2,0,92903.0,25.0,231.73
0,0,1,0,697.5,3.5,443.2
0,5,4,0,1626.5,3.5,210.63
0,8,4,0,32516.0,20.0,172.53
0,0,4,0,6968.0,3.5,156.25
0,8,4,1,13935.5,3.5,118.51
0,0,4,1,6968.0,3.5,98.78
1,7,4,0,13935.5,10.5,88.54
1,7,4,1,32516.0,10.5,83.78
1,14,4,0,279.5,3.5,75.26
0,5,4,1,1626.5,3.5,51.45
0,8,4,1,13935.5,20.0,49.88
1,7,4,1,6968.0,3.5,42.47
1,14,4,1,279.5,3.5,32.21
0,8,3,0,92903.0,25.0,579.01
0,12,4,0,3484.5,3.5,397.33
1,14,4,0,279.5,3.5,244.31
1,14,4,0,279.5,3.5,193.29
1,14,4,0,279.5,3.5,139.93
1,14,4,0,279.5,3.5,106.77
1,7,4,0,3484.5,3.5,154.01
1,7,4,0,3484.5,3.5,84.58
0,9,4,0,279.5,3.5,266.67
0,9,4,0,279.5,3.5,258.18
0,9,4,0,279.5,3.5,258.0
0,9,4,0,279.5,3.5,256.0
0,9,4,0,279.5,3.5,253.53
0,9,4,0,279.5,3.5,250.91
0,9,4,0,279.5,3.5,248.13
0,9,4,0,279.5,3.5,245.63
0,9,4,0,279.5,3.5,240.0
0,9,4,0,279.5,3.5,236.15
0,9,4,0,279.5,3.5,233.0
0,9,4,0,279.5,3.5,232.73
0,9,4,0,279.5,3.5,229.33
0,9,4,0,279.5,3.5,228.18
0,9,4,0,279.5,3.5,225.45
0,9,4,0,279.5,3.5,224.62
0,9,4,0,279.5,3.5,222.5
0,9,4,0,279.5,3.5,218.13
0,9,4,0,279.5,3.5,212.31
0,9,4,0,279.5,3.5,210.0
0,9,4,0,279.5,3.5,204.55
0,9,4,0,279.5,3.5,204.29
0,9,4,0,279.5,3.5,202.31
0,9,4,0,279.5,3.5,201.33
0,9,4,0,279.5,3.5,198.67
0,9,4,0,279.5,3.5,195.71
0,9,4,0,279.5,3.5,195.0
0,9,4,0,279.5,3.5,182.0
0,9,4,0,279.5,3.5,178.0
0,9,4,0,279.5,3.5,177.14
0,9,4,0,1626.5,3.5,623.88
0,9,4,0,6968.0,3.5,274.23
0,8,4,0,1626.5,3.5,259.57
0,9,4,0,6968.0,3.5,259.35
0,5,4,0,6968.0,10.5,154.34
0,0,4,0,3484.5,3.5,905.0
0,8,4,0,3484.5,3.5,340.29
0,8,4,0,3484.5,3.5,336.85
0,8,4,0,3484.5,3.5,248.9
1,14,4,0,279.5,25.0,746.64
0,3,4,0,13935.5,25.0,710.91
0,0,4,0,3484.5,25.0,608.58
0,3,4,0,13935.5,25.0,551.2
0,12,4,0,279.5,25.0,494.32
0,3,4,1,13935.5,25.0,437.51
0,12,4,0,279.5,25.0,363.87
0,3,4,0,13935.5,25.0,240.03
0,14,4,0,697.5,25.0,150.9
0,14,4,0,697.5,25.0,113.96
0,0,4,0,32516.0,25.0,574.12
0,0,4,0,3484.5,25.0,496.41
0,12,4,0,32516.0,25.0,495.51
0,0,4,0,6968.0,25.0,450.67
0,0,4,0,6968.0,25.0,435.44
0,0,4,0,1626.5,25.0,411.89
0,0,4,0,6968.0,25.0,409.47
0,0,4,0,6968.0,25.0,342.52
0,0,4,0,13935.5,25.0,335.82
0,0,4,0,6968.0,25.0,320.22
0,12,4,0,13935.5,25.0,312.53
0,0,4,0,6968.0,25.0,306.23
0,0,4,0,13935.5,25.0,297.93
0,3,4,0,13935.5,25.0,282.3
0,12,4,0,32516.0,25.0,261.91
0,0,4,0,13935.5,25.0,232.21
0,0,4,0,6968.0,25.0,222.19
0,0,4,0,13935.5,25.0,213.43
0,0,4,0,32516.0,25.0,196.66
0,3,4,0,13935.5,25.0,131.32
0,3,4,0,6968.0,25.0,117.03
0,0,4,0,32516.0,25.0,109.11
0,0,4,0,32516.0,25.0,102.71
0,0,4,0,3484.5,25.0,79.82
0,0,4,0,3484.5,25.0,68.81
1,7,1,0,13935.5,25.0,926.0
1,7,1,0,3484.5,10.5,864.06
0,5,4,0,13935.5,10.5,837.2
0,9,1,0,32516.0,10.5,803.15
1,7,1,0,6968.0,25.0,737.31
1,7,1,0,6968.0,25.0,716.09
1,7,1,0,6968.0,25.0,703.43
1,7,1,0,6968.0,25.0,687.54
1,7,1,0,13935.5,25.0,667.98
1,7,1,0,13935.5,25.0,657.93
1,7,1,0,13935.5,25.0,641.22
1,7,1,0,3484.5,20.0,634.21
1,7,1,0,3484.5,10.5,629.47
1,7,1,0,13935.5,25.0,626.96
1,14,2,0,46498.0,3.5,612.0
0,0,4,0,6968.0,10.5,591.78
1,7,1,0,3484.5,10.5,578.24
0,4,4,0,697.5,3.5,549.49
1,14,2,0,46498.0,3.5,535.0
0,4,4,0,697.5,3.5,522.18
0,4,4,0,697.5,3.5,517.06
1,7,1,0,3484.5,20.0,488.57
1,7,1,0,13935.5,25.0,462.0
0,4,4,0,697.5,3.5,450.51
1,7,1,0,13935.5,25.0,443.0
1,14,2,0,46498.0,3.5,405.0
1,14,2,0,279.5,3.5,385.0
1,14,2,0,279.5,3.5,362.07
0,4,4,0,697.5,3.5,354.95
1,14,1,0,46498.0,3.5,326.1
1,7,2,0,3484.5,10.5,314.0
1,7,2,0,3484.5,10.5,314.0
1,14,2,0,46498.0,3.5,273.15
1,14,2,0,279.5,3.5,200.0
0,0,4,0,6968.0,3.5,199.29
1,14,2,0,46498.0,3.5,179.03
1,14,2,0,279.5,3.5,170.0
1,14,1,0,46498.0,3.5,168.9
0,14,4,0,279.5,3.5,185.89
0,14,4,0,279.5,3.5,181.18
